OBJECTID,OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE,x,y
569,406334699,"RELIANCE HOSPICE, INC.",550002950,Parent Facility,74130 Country Club Dr,Palm Desert,92260,33,Riverside,Not Applicable,,Open,9/25/2014 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.75931,-116.371771,6524658.50173938,2219934.85670123
570,406334700,CARE DIMENSIONS OF THE DESERT,550002856,Parent Facility,74130 Country Club Dr,Palm Desert,92260,33,Riverside,Not Applicable,,Open,3/24/2015 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.75806,-116.37177,6524658.27437764,2219479.98556373
571,406334701,ARBOR HOSPICE,550002764,Parent Facility,25220 Hancock Ave,Murrieta,92562,33,Riverside,Not Applicable,,Open,7/28/2020 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.56273,-117.18174,6277836.48455764,2149648.49793039
572,406334705,"ALWAYS TFY HOSPICE, INC.",550002238,Parent Facility,9064 Pulsar Ct,Corona,92883,33,Riverside,Not Applicable,,Open,4/23/2019 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.79849,-117.50087,6181653.92331421,2236450.33712165
573,406334709,MKB CONSULTING LLC,550006064,Parent Facility,74710 Highway 111,Palm Desert,92260,33,Riverside,Not Applicable,,Open,2/19/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.72185,-116.36161,6527732.30070989,2206299.90398431
574,406334714,ELIZABETH HOSPICE - BRANCH - TEMECULA,80000519,Branch,27720 Jefferson Ave,Temecula,92590,33,Riverside,Not Applicable,,Open,11/11/2019 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.51182,-117.15858,6284730.05541614,2131062.00656015
575,406334715,CHARTER HOSPICE OF THE DESERT,550002532,Parent Facility,72855 Fred Waring Dr,Palm Desert,92260,33,Riverside,Not Applicable,,Open,1/1/2015 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.72858,-116.39372,6517971.79070339,2208760.85870805
576,406334718,"HEALTHY LIVING AT HOME - PALM DESERT, LLC",550003070,Parent Facility,36953 Cook St,Palm Desert,92211,33,Riverside,Not Applicable,,Open,2/26/2019 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.77901,-116.35587,6529498.81751806,2227098.3666524
577,406334729,"ALLEGIANT HOSPICE, INC.",550002896,Parent Facility,27715 Jefferson Ave,Temecula,92590,33,Riverside,Not Applicable,,Open,1/1/2016 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.51274,-117.15902,6284598.86276513,2131397.92682005
578,406334743,"ALLEGIANT HOME HEALTH CARE, INC.",550003793,Parent Facility,27715 Jefferson Ave,Temecula,92590,33,Riverside,Not Applicable,,Open,8/9/2017 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.51272,-117.15902,6284598.79944505,2131390.64960365
579,406335172,"VALLEY CARE HOME HEALTH, INC.",550001629,Branch,,,,33,Riverside,Not Applicable,,Open,2/24/2022 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.72846,-116.38609,6520291.65515813,2208714.0786179
580,406370650,UCSD HOME INFUSION PHARMACY,80000011,Parent Facility,9610 Ridgehaven Ct,San Diego,92123,37,San Diego,Not Applicable,,Open,3/7/2011 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.821,-117.12245,6293639.19081305,1879617.89199531
581,406370654,KINDRED AT HOME,80000015,Parent Facility,2525 Camino del Rio S,San Diego,92108,37,San Diego,Not Applicable,,Open,1/1/1971 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.76765,-117.1388,6288450.85506114,1860249.81754257
582,406370829,PACIFIC POINT HOME HEALTH & PALLIATIVE CARE,550004044,Parent Facility,5946 Priestly Dr,Carlsbad,92008,37,San Diego,Not Applicable,,Open,12/12/2018 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.13316,-117.2725,6248656.52454497,1993610.25226472
583,406370830,"ACCENTCARE HOME HEALTH AT UC SAN DIEGO, LLC",550004034,Parent Facility,5060 Shoreham Pl,San Diego,92122,37,San Diego,Not Applicable,,Open,5/1/2018 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.85191,-117.18519,6274465.79477672,1891031.01286981
584,406370856,"ALL CONCIERGE HOMEHEALTH, INC.",550004225,Parent Facility,2125 S El Camino Real,Oceanside,92054,37,San Diego,Not Applicable,,Open,10/6/2020 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.18897,-117.32865,6231678.22352789,2014089.01740947
585,406370929,"BELLE VIE HOME HEALTH, INC.",550004084,Parent Facility,1220 Greenfield Dr,El Cajon,92021,37,San Diego,Not Applicable,,Open,12/18/2017 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.81336,-116.93931,6349883.52550264,1876416.79144214
586,406371016,KAISER FOUNDATION HOSP SAN DIEGO HHA,80000129,Parent Facility,8010 Parkway Dr,La Mesa,91942,37,San Diego,Not Applicable,,Open,11/26/2018 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.7749,-117.02463,6323565.91311172,1862607.6743754
587,406371337,COMFORCARE HOME CARE NORTH COUNTY SAN DIEGO,550004312,Parent Facility,830 E Vista Way,Vista,92084,37,San Diego,Not Applicable,,Open,7/9/2018 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.21006,-117.23444,6260571.49940264,2021477.23196372
588,406371525,KAISER FOUNDATION HOSPITAL SAN DIEGO HOSPICE,80000129,Branch,10992 San Diego Mission Rd,San Diego,92108,37,San Diego,Not Applicable,,Open,11/26/2018 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.78504,-117.10212,6299777.83503181,1866482.76176956
589,406371527,HEALTHPEAK HOME HEALTH - BRANCH,550001940,Branch,7339 El Cajon Blvd,La Mesa,91942,37,San Diego,Not Applicable,,Open,7/25/2018 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.76876,-117.03887,6319172.02819872,1860406.53901389
590,406371533,"SEA COAST HOME HEALTH CARE, INC.",550004471,Parent Facility,8380 Miramar Mall,San Diego,92121,37,San Diego,Not Applicable,,Open,12/7/2018 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.87997,-117.1829,6275260.40014289,1901233.83859272
591,406371565,BRIGHTSTAR CARE OF N. CENTRAL SAN DIEGO/LA JOLLA,550004593,Parent Facility,8555 Aero Dr,San Diego,92123,37,San Diego,Not Applicable,,Open,1/9/2019 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.80962,-117.14352,6287130.81176947,1875532.28993031
592,406371602,CRESTLINE HOSPICE INC.,550003749,Parent Facility,964 5th Ave,San Diego,92101,37,San Diego,Not Applicable,,Open,11/22/2018 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.71528,-117.16022,6281700.11626606,1841252.7033059
593,406371610,PALOMAR HOME HEALTH SERVICES,80000187,Parent Facility,800 W Valley Pkwy,Escondido,92025,37,San Diego,Not Applicable,,Open,5/27/2016 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.1176,-117.09273,6303641.69508623,1987456.65925698
594,406371619,"ALLEVIATION HOSPICE CARE, INC.",550003637,Parent Facility,320 E 2nd Ave,Escondido,92025,37,San Diego,Not Applicable,,Open,9/6/2018 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.1224,-117.07756,6308300.23596597,1989165.8897624
595,406371625,TRI-CITY HOME CARE,80000200,Parent Facility,2095 W Vista Way,Vista,92083,37,San Diego,Not Applicable,,Open,9/29/1982 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.18452,-117.28732,6244305.80161914,2012341.64590423
596,406371647,SEAPORT SCRIPPS HOME HEALTH,80000215,Parent Facility,3750 Convoy St,San Diego,92111,37,San Diego,Not Applicable,,Open,12/16/2020 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.8123,-117.15389,6283953.09863672,1876534.82467064
597,406371657,SHARP HOME HEALTH,80000219,Parent Facility,8080 Dagget St,San Diego,92111,37,San Diego,Not Applicable,,Open,7/14/1983 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.82364,-117.15022,6285116.28889564,1880650.93323632
598,406371665,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC.",80000226,Parent Facility,5050 Murphy Canyon Rd,San Diego,92123,37,San Diego,Not Applicable,,Open,5/14/2012 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.8310662,-117.120396,6294300.77282321,1883275.04084897
599,406371734,ABILITY HOME HEALTH SERVICES INC.,550004552,Parent Facility,9560 Candida St,San Diego,92126,37,San Diego,Not Applicable,,Open,2/25/2021 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.89675,-117.12227,6293925.05835155,1907177.83982806
600,406371752,"HOPE HOSPICE & PALLIATIVE CARE, INC",550004776,Parent Facility,340 Rancheros Dr,San Marcos,92069,37,San Diego,Not Applicable,,Open,6/18/2019 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.13963,-117.15666,6284137.66978988,1995636.22787157
601,406371794,COMFORT AND PEACE HOSPICE,550004122,Parent Facility,16870 W Bernardo Dr,San Diego,92127,37,San Diego,Not Applicable,,Open,7/6/2019 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.01956,-117.08092,6306973.35115255,1951756.89305823
602,406371847,"RO HEALTH, INC.",550004982,Parent Facility,3934 Murphy Canyon Rd,San Diego,92123,37,San Diego,Not Applicable,,Open,10/8/2019 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.8169,-117.117,6295301.07790922,1878112.20734264
603,406371868,ASSISTIVE HEALTH SYSTEMS INC.,550004572,Parent Facility,4540 Kearny Villa Rd,San Diego,92123,37,San Diego,Not Applicable,,Open,8/27/2019 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.82262,-117.14512,6286679.82054546,1880266.33492415
604,406371925,LA PAZ HOSPICE INC,550004941,Parent Facility,2831 Camino del Rio S,San Diego,92108,37,San Diego,Not Applicable,,Open,8/27/2019 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.76957,-117.13326,6290159.74239139,1860933.9057413
605,406371970,AEGIS HEALTH LLC,550004996,Parent Facility,237 Church Ave,Chula Vista,91910,37,San Diego,Not Applicable,,Open,9/7/2019 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.64371,-117.07967,6306268.34436047,1815006.26268865
606,406372026,HEALTH SHIELD HOME HEALTH SERVICES,550005070,Parent Facility,3914 Murphy Canyon Rd,San Diego,92123,37,San Diego,Not Applicable,,Open,11/4/2019 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.81591,-117.11669,6295393.32313155,1877751.21987565
607,406372150,SHIELD HOSPICE,550005166,Parent Facility,7940 Silverton Ave,San Diego,92126,37,San Diego,Not Applicable,,Open,10/12/2019 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.89091,-117.15021,6285330.67790255,1905125.94990298
608,406372413,THE HOSPICE OF SAN DIEGO,550004711,Parent Facility,9285 Dowdy Dr,San Diego,92126,37,San Diego,Not Applicable,,Open,4/17/2019 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.89022,-117.14679,6286378.33820881,1904865.85790348
609,406372456,"ABSALOM HOME HEALTH AGENCY, LLC",550005251,Parent Facility,1283 E Main St,El Cajon,92021,37,San Diego,Not Applicable,,Open,1/27/2020 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.79462,-116.93715,6350502.22833347,1869594.07838157
610,406372625,"ENCINITAS HOSPICE CARE, INC.",550004507,Parent Facility,410 S Santa Fe Ave,Vista,92084,37,San Diego,Not Applicable,,Open,10/9/2018 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.19862,-117.24032,6258733.57394464,2017331.94727531
611,406372656,DIVINE LIGHT HOSPICE,550005046,Parent Facility,8555 Aero Dr,San Diego,92123,37,San Diego,Not Applicable,,Open,10/28/2019 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.80903,-117.14345,6287150.47970913,1875317.44423139
612,406372763,DIRECT CARE NURSING CORPORATION,550005582,Parent Facility,739 E Pennsylvania Ave,Escondido,92025,37,San Diego,Not Applicable,,Open,7/17/2021 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.12697,-117.07272,6309795.16473463,1990816.91467556
613,406372813,YOUR NURSE AT HOME,550005657,Parent Facility,310 Via Vera Cruz,San Marcos,92078,37,San Diego,Not Applicable,,Open,7/16/2020 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.13759,-117.18992,6273950.21772389,1994984.15306023
614,406372876,"SAINT FRANCIS HEALTHCARE, INC.",550003379,Parent Facility,5119 Garfield St,La Mesa,91941,37,San Diego,Not Applicable,,Open,9/24/2020 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.77197,-117.00593,6329306.05419047,1861499.4443084
615,406372882,AMERICAS BEST HOSPICE CARE INC.,550005723,Parent Facility,6540 Lusk Blvd,San Diego,92121,37,San Diego,Not Applicable,,Open,7/17/2020 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.90119,-117.20185,6269513.19838272,1909006.92737722
616,406372902,"COMPLETE CAREGIVER, INC",550005778,Parent Facility,1901 1st Ave,San Diego,92101,37,San Diego,Not Applicable,,Open,10/7/2020 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.72577,-117.16347,6280733.92790972,1845078.05162631
617,406372924,ASSISTIVE HOSPICE AND PALLIATIVE CARE,550005762,Parent Facility,4540 Kearny Villa Rd,San Diego,92123,37,San Diego,Not Applicable,,Open,9/18/2020 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.82262,-117.14512,6286679.82054546,1880266.33492415
618,406372978,"MONARCH HOME HEALTH SERVICES, LLC",550005846,Parent Facility,2941 4th Ave,San Diego,92103,37,San Diego,Not Applicable,,Open,11/18/2020 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.73617,-117.16099,6281529.68976964,1848855.23928189
619,406372979,BRIGHTSTAR CARE OF CARLSBAD,550005848,Parent Facility,2185 Faraday Ave,Carlsbad,92008,37,San Diego,Not Applicable,,Open,11/11/2020 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.13369,-117.28075,6246132.97414589,1993827.95163248
620,406373031,BRIGHTSTAR CARE OF CARMEL VALLEY & RANCHO SANTA FE,550005905,Parent Facility,9672 Via Excelencia,San Diego,92126,37,San Diego,Not Applicable,,Open,12/3/2020 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.89885,-117.11784,6295291.18488438,1907930.54468748
621,406373035,SEACREST HOME HEALTH,550006141,Parent Facility,211 Saxony Rd,Encinitas,92024,37,San Diego,Not Applicable,,Open,9/23/2021 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.05184,-117.28457,6244668.12274489,1964059.79791431
622,406373219,ELITE HOSPICE AND PALLIATIVE CARE LLC,550006245,Parent Facility,224 E Grand Ave,Escondido,92025,37,San Diego,Not Applicable,,Open,4/28/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.12295,-117.0797,6307646.64869048,1989371.20890556
623,406373245,"MISSION BAY HOSPICE, INC.",550006643,Parent Facility,10251 Vista Sorrento Pkwy,San Diego,92121,37,San Diego,Not Applicable,,Open,8/3/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.89555,-117.21388,6265801.89182897,1906988.84053415
624,406373247,"COMPASSIONATE PALLIATIVE CARE, INC",550006639,Parent Facility,10251 Vista Sorrento Pkwy,San Diego,92121,37,San Diego,Not Applicable,,Open,8/3/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.89555,-117.21388,6265801.89182897,1906988.84053415
625,406373251,"LA JOLLA HOSPICE, INC.",550006642,Parent Facility,10251 Vista Sorrento Pkwy,San Diego,92121,37,San Diego,Not Applicable,,Open,8/3/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.89555,-117.21388,6265801.89182897,1906988.84053415
626,406373351,"LIFE CARE HOME HEALTH SERVICES, LLC",550007098,Parent Facility,205 W 5th Ave,Escondido,92025,37,San Diego,Not Applicable,,Open,9/29/2021 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.11708,-117.08033,6307436.76164305,1987237.00155981
627,406373383,"PHYSICIAN'S CHOICE HOSPICE CARE, INC.",550007007,Parent Facility,3645 Ruffin Rd,San Diego,92123,37,San Diego,Not Applicable,,Open,10/20/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.81009,-117.11903,6294656.76226872,1875639.6916184
628,406373445,CITY BEST HOSPICE CARE,550006746,Parent Facility,3914 Murphy Canyon Rd,San Diego,92123,37,San Diego,Not Applicable,,Open,9/2/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.81548,-117.11743,6295164.67332639,1877596.66211389
629,406373475,GLORY HOSPICE,550006722,Parent Facility,410 S Melrose Dr,Vista,92081,37,San Diego,Not Applicable,,Open,8/16/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.19021,-117.25382,6254574.62064838,2014311.56125572
630,406373494,"AMA HOSPICS CARE, INC.",550006256,Parent Facility,350 10th Ave,San Diego,92101,37,San Diego,Not Applicable,,Open,4/14/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.7089,-117.15493,6283307.05399705,1838917.28507648
631,406373631,"LIFE CARE HOSPICE SERVICES, LLC",550006452,Parent Facility,205 W 5th Ave,Escondido,92025,37,San Diego,Not Applicable,,Open,6/14/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.11708,-117.08033,6307436.76164305,1987237.00155981
632,406373638,"RSAG HOSPICE, INC.",550006450,Parent Facility,402 W Broadway,San Diego,92101,37,San Diego,Not Applicable,,Open,5/22/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.71625,-117.16694,6279636.30083989,1841623.7320914
633,406373707,"LORIAN HEALTH HOSPICE, INC.",550006564,Parent Facility,9325 Sky Park Ct,San Diego,92123,37,San Diego,Not Applicable,,Open,7/6/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.81629,-117.12418,6293093.35069738,1877908.68740848
634,406373744,"PEACEFUL PALLIATIVE CARE, INC",550006843,Parent Facility,8400 Miramar Rd,San Diego,92126,37,San Diego,Not Applicable,,Open,9/13/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.89204,-117.14122,6288093.80623455,1905513.37432498
635,406373760,"SMILING HEARTS HOSPICE, LLC",550006510,Parent Facility,350 W 9th Ave,Escondido,92025,37,San Diego,Not Applicable,,Open,7/2/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.11298,-117.08021,6307461.62478231,1985744.96451764
636,406373771,"SD HOSPICE, INC.",550006912,Parent Facility,10620 Treena St,San Diego,92131,37,San Diego,Not Applicable,,Open,9/16/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.91066,-117.11476,6296272.19178064,1912219.57383905
637,406373781,"CIRCLE OF CARE HOSPICE, LLC",550006043,Parent Facility,350 W 9th Ave,Escondido,92025,37,San Diego,Not Applicable,,Open,2/10/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.11298,-117.08021,6307461.62478231,1985744.96451764
638,406373843,"BLESSED HOSPICE CALIFORNIA, INC.",550007374,Parent Facility,4540 Kearny Villa Rd,San Diego,92123,37,San Diego,Not Applicable,,Open,12/2/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.82258,-117.14476,6286790.28882848,1880250.83233048
639,406373861,"HEAVENLY DOVES HOSPICE, INC.",550007295,Parent Facility,10251 Vista Sorrento Pkwy,San Diego,92121,37,San Diego,Not Applicable,,Open,11/22/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.89555,-117.21388,6265801.89182897,1906988.84053415
640,406374033,INTERIM HEALTHCARE OF SAN DIEGO COUNTY,80000335,Parent Facility,5625 Ruffin Rd,San Diego,92123,37,San Diego,Not Applicable,,Open,11/1/1988 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.83667,-117.12665,6292396.8478253,1885329.98588607
641,406374099,CHILDREN'S HOMECARE,80000415,Parent Facility,8291 Aero Pl,San Diego,92123,37,San Diego,Not Applicable,,Open,3/26/1990 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.8079,-117.14713,6286016.2601928,1874916.0218059
642,406374107,LA JOLLA NURSES HOMECARE,80000412,Parent Facility,92037,La Jolla,92037,37,San Diego,Not Applicable,,Open,7/28/2016 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.83878,-117.24762,6255247.89029922,1886431.63296098
643,406374128,"SPECIAL CARE HOME HEALTH SERVICES, INC.",80000448,Parent Facility,591 Camino de la Reina,San Diego,92108,37,San Diego,Not Applicable,,Open,4/27/2015 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.76573,-117.16141,6281494.55106039,1859611.25976457
644,406374167,EXCEL HOME HEALTH,80000489,Parent Facility,5575 LAKE PARK WAY,LA MESA,91942,37,San Diego,Not Applicable,,Open,11/16/1994 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.7819147,-117.0340483,6320690.17936188,1865181.51404397
645,406374182,ELIZABETH HOSPICE - PARENT - ESCONDIDO,80000519,Parent Facility,500 La Terraza Blvd,Escondido,92025,37,San Diego,Not Applicable,,Open,11/11/2013 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.1124,-117.09645,6302487.36406155,1985573.91925606
646,406374219,TOP CARE HOME HEALTH,80000558,Parent Facility,9683 Tierra Grande St,San Diego,92126,37,San Diego,Not Applicable,,Open,4/30/1996 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.89501,-117.1207,6294401.67550856,1906540.74038048
647,406374234,KINDRED HOSPICE,80000595,Parent Facility,9444 Balboa Ave,San Diego,92123,37,San Diego,Not Applicable,,Open,8/26/1997 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.82244,-117.1269,6292276.51571688,1880153.28068832
648,406374236,FIRSTAT NURSING SERVICES,80000580,Parent Facility,411 Camino del Rio S,San Diego,92108,37,San Diego,Not Applicable,,Open,4/29/1997 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.76111,-117.16086,6281648.93690647,1857928.87599023
649,406374239,VITAS HEALTHCARE CORPORATION OF CALIFORNIA-HOSPICE,80000602,Parent Facility,9655 Granite Ridge Dr,San Diego,92123,37,San Diego,Not Applicable,,Open,5/20/2019 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.80651,-117.12009,6294320.21012031,1874339.88352248
650,406374269,HOSPICE OF THE NORTH COAST,80000621,Parent Facility,2525 Pio Pico Dr,Carlsbad,92008,37,San Diego,Not Applicable,,Open,3/23/2011 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.16982,-117.34449,6226759.31932372,2007172.09521973
651,406374282,SHARP HOSPICECARE,80000654,Parent Facility,8881 Fletcher Pky,La Mesa,91942,37,San Diego,Not Applicable,,Open,9/15/2000 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.78469,-117.00654,6329152.13126998,1866128.80840923
652,406374304,"MAXIM HEALTHCARE SERVICES, INC. - CARLSBAD",80000760,Parent Facility,2141 Palomar Airport Rd,Carlsbad,92011,37,San Diego,Not Applicable,,Open,1/24/2017 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.12497,-117.27597,6247564.97981206,1990640.88221923
653,406374323,GRANDCARE SAN DIEGO LLC,80000771,Parent Facility,2535 Camino del Rio S,San Diego,92108,37,San Diego,Not Applicable,,Open,5/21/2003 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.7679365,-117.1357802,6289380.01265164,1860346.15593256
654,406374330,SHARP HOME INFUSION SERVICES,80000780,Parent Facility,3558 Ruffin Rd,San Diego,92123,37,San Diego,Not Applicable,,Open,12/10/2003 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.8084,-117.12923,6291517.65338947,1875051.08748065
655,406374332,RENAISSANCE HOME HEALTH,80000782,Parent Facility,3160 Camino del Rio S,San Diego,92108,37,San Diego,Not Applicable,,Open,1/15/2004 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.77283,-117.12666,6292198.48043989,1862102.88076556
656,406374352,LIGHTBRIDGE HOSPICE,80000772,Parent Facility,6155 Cornerstone Ct E,San Diego,92121,37,San Diego,Not Applicable,,Open,4/15/2011 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.89582,-117.1881,6273715.8753448,1907014.89953715
657,406374354,"MISSION HOME HEALTH OF SAN DIEGO, INC.",80000548,Parent Facility,2365 Northside Dr,San Diego,92108,37,San Diego,Not Applicable,,Open,12/28/2018 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.78303,-117.12668,6292223.53682022,1865814.03443247
658,406374355,"CRESCENT HEALTHCARE, INC.",80000574,Parent Facility,15025 Innovation Dr,San Diego,92128,37,San Diego,Not Applicable,,Open,3/28/2016 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.98958,-117.07672,6308174.2355618,1940838.82237473
659,406374356,"DEPENDABLE NURSING, LLC",80000794,Parent Facility,5055 Avenida Encinas,Carlsbad,92008,37,San Diego,Not Applicable,,Open,5/4/2005 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.1322,-117.32978,6231118.62523764,1993437.74768847
660,406374358,LORIAN HEALTH,80000749,Parent Facility,9325 Sky Park Ct,San Diego,92123,37,San Diego,Not Applicable,,Open,12/13/2013 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.81619,-117.12497,6292850.3370758,1877874.34003623
661,406374362,ACCENTCARE  HOME HEALTH OF CA - ESCONDIDO - BRANCH,80000226,Branch,365 S Rancho Santa Fe Rd,San Marcos,92078,37,San Diego,Not Applicable,,Open,12/7/2009 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.14165,-117.20247,6270122.1226898,1996496.1956398
662,406374364,AVALON HOSPICE AND PALLIATIVE CARE,550000104,Parent Facility,3914 Murphy Canyon Rd,San Diego,92123,37,San Diego,Not Applicable,,Open,12/2/2005 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.81559,-117.11657,6295429.22299413,1877634.4868414
663,406374366,NIGHTINGALE HOME CARE INC.,80000783,Parent Facility,4579 Maple Ave,La Mesa,91941,37,San Diego,Not Applicable,,Open,2/11/2009 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.7616,-117.02991,6321906.79011764,1857780.7509584
664,406374369,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC",80000433,Parent Facility,5050 Murphy Canyon Rd,San Diego,92123,37,San Diego,Not Applicable,,Open,3/21/2006 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.83046,-117.12027,6294337.63593847,1883054.16169757
665,406374384,INTERIM HEALTHCARE OF SAN DIEGO COUNTY,80000395,Parent Facility,425 W 5th Ave,Escondido,92025,37,San Diego,Not Applicable,,Open,11/7/2006 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.11568,-117.08355,6306446.79872797,1986735.49206415
666,406374388,CORAM CVS/SPECIALTY INFUSION SERVICES,80000429,Parent Facility,12310 World Trade Dr,San Diego,92128,37,San Diego,Not Applicable,,Open,6/19/2006 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.98796,-117.07148,6309776.29239705,1940236.70743723
